incident_id,incident_time,incident_start,incident_end,response_time_seconds,lat,lng,station_id,station_name,call_type,alarm_level,priority_code,dispatch_zone,locality,distance_km_est,route_distance_meters,route_duration_seconds,modeled_current_response_seconds
CAD-F-202508-0751,2025-08-22T18:43:14,2025-08-22T18:45:10,2025-08-22T18:53:03,473,18.643352,73.8285,FS-208,Bhosari Station,Residential Alarm,1,3,Z-4,Pimpri,3.22,3220.41,321.96,473
CAD-F-202507-0752,2025-07-05T07:46:06,2025-07-05T07:46:45,2025-07-05T07:50:51,246,18.497711,73.937232,FS-203,Hadapsar Station,Structure Fire,1,3,Z-3,Wagholi,1.023,1023.2,126.15,246
CAD-F-202504-0753,2025-04-11T14:46:05,2025-04-11T14:46:38,2025-04-11T14:49:32,174,18.501553,73.920651,FS-203,Hadapsar Station,Residential Alarm,2,1,Z-3,Chinchwad,2.738,2738.18,137.23,174
CAD-F-202509-0754,2025-09-23T08:30:46,2025-09-23T08:32:39,2025-09-23T08:43:57,678,18.531122,73.900764,FS-201,Shivajinagar Station,Structure Fire,1,4,Z-2,Nigdi,7.355,7355.22,505.73,678
CAD-F-202506-0755,2025-06-19T15:02:22,2025-06-19T15:03:39,2025-06-19T15:09:58,379,18.627259,73.775748,FS-207,Nigdi Station,Structure Fire,2,3,Z-4,Wagholi,3.585,3585.08,343.38,379
CAD-F-202502-0756,2025-02-14T22:15:16,2025-02-14T22:16:22,2025-02-14T22:31:19,897,18.692882,73.737048,FS-207,Nigdi Station,Structure Fire,1,3,Z-4,Kharadi,7.687,7686.8,860.47,897
CAD-F-202507-0757,2025-07-06T18:59:08,2025-07-06T19:00:43,2025-07-06T19:19:06,1103,18.613556,73.890355,FS-208,Bhosari Station,Commercial Fire,1,2,Z-5,Hadapsar,7.134,7134.26,808.76,1103
CAD-F-202505-0758,2025-05-07T11:59:34,2025-05-07T12:00:35,2025-05-07T12:08:32,477,18.562962,73.957547,FS-204,Wagholi Station,Residential Alarm,1,2,Z-2,Bhosari,3.929,3928.54,381.96,477
CAD-F-202503-0759,2025-03-22T08:06:49,2025-03-22T08:07:26,2025-03-22T08:16:33,547,18.530274,73.950839,FS-203,Hadapsar Station,Structure Fire,1,2,Z-2,Chinchwad,5.079,5079.46,405.97,547
CAD-F-202506-0760,2025-06-24T15:38:31,2025-06-24T15:40:05,2025-06-24T15:46:50,405,18.546213,73.903822,FS-205,Kharadi Station,Vehicle Fire,1,2,Z-2,Nigdi,5.488,5488.28,361.83,405
CAD-F-202511-0761,2025-11-24T17:19:58,2025-11-24T17:20:39,2025-11-24T17:30:35,596,18.55198,73.903235,FS-205,Kharadi Station,Structure Fire,1,2,Z-2,Kothrud,5.456,5456.24,445.43,596
CAD-F-202511-0762,2025-11-20T09:25:47,2025-11-20T09:27:04,2025-11-20T09:35:47,523,18.624169,73.774489,FS-207,Nigdi Station,Commercial Fire,1,2,Z-4,Nigdi,4.051,4050.61,393.45,523
CAD-F-202502-0763,2025-02-07T21:07:35,2025-02-07T21:09:30,2025-02-07T21:15:33,363,18.503063,73.868036,FS-201,Shivajinagar Station,Commercial Fire,3,2,Z-1,Shivajinagar,5.578,5578.48,326.92,363
CAD-F-202501-0764,2025-01-27T19:28:16,2025-01-27T19:30:09,2025-01-27T19:38:41,512,18.493379,73.892124,FS-203,Hadapsar Station,Electrical Fire,3,2,Z-3,Bhosari,6.437,6436.88,359.43,512
CAD-F-202506-0765,2025-06-03T18:44:48,2025-06-03T18:45:47,2025-06-03T18:53:35,468,18.673464,73.783324,FS-207,Nigdi Station,Residential Alarm,1,2,Z-4,Pimpri,3.422,3422.42,325.19,468
CAD-F-202508-0766,2025-08-03T14:25:33,2025-08-03T14:27:12,2025-08-03T14:32:32,320,18.499691,73.916139,FS-203,Hadapsar Station,Structure Fire,1,4,Z-3,Hadapsar,4.6,4599.82,238.78,320
CAD-F-202506-0767,2025-06-01T15:43:16,2025-06-01T15:44:39,2025-06-01T15:53:38,539,18.527818,73.956642,FS-203,Hadapsar Station,Commercial Fire,2,4,Z-2,Nigdi,5.767,5766.93,511.97,539
CAD-F-202504-0768,2025-04-06T13:42:30,2025-04-06T13:43:40,2025-04-06T13:51:21,461,18.537445,73.923856,FS-205,Kharadi Station,Vehicle Fire,1,3,Z-3,Wagholi,4.278,4278.33,413.46,461
CAD-F-202511-0769,2025-11-02T16:53:42,2025-11-02T16:54:20,2025-11-02T16:59:19,299,18.665647,73.783517,FS-207,Nigdi Station,Structure Fire,1,3,Z-4,Chinchwad,2.832,2832.33,238.98,299
CAD-F-202502-0770,2025-02-21T21:21:17,2025-02-21T21:22:17,2025-02-21T21:29:24,427,18.492681,73.898475,FS-203,Hadapsar Station,Structure Fire,1,2,Z-3,Hadapsar,6.411,6411.08,414.79,427
CAD-F-202507-0771,2025-07-11T15:35:44,2025-07-11T15:37:10,2025-07-11T15:42:02,292,18.516533,73.858564,FS-201,Shivajinagar Station,Residential Alarm,1,4,Z-1,Bhosari,3.38,3379.56,243.46,292
CAD-F-202511-0772,2025-11-14T19:11:00,2025-11-14T19:12:58,2025-11-14T19:15:28,150,18.497536,73.939678,FS-203,Hadapsar Station,Rescue Assist,3,2,Z-3,Bhosari,0.369,369.45,49.92,150
CAD-F-202503-0773,2025-03-12T03:35:04,2025-03-12T03:35:29,2025-03-12T03:42:50,441,18.63476,73.803199,FS-207,Nigdi Station,Structure Fire,1,2,Z-4,Shivajinagar,6.22,6219.6,447.29,441
CAD-F-202502-0774,2025-02-25T18:50:31,2025-02-25T18:52:04,2025-02-25T18:59:16,432,18.614425,73.853867,FS-208,Bhosari Station,Industrial Incident,2,3,Z-5,Hadapsar,2.701,2700.54,310.82,432
CAD-F-202501-0775,2025-01-02T12:53:50,2025-01-02T12:55:35,2025-01-02T13:11:24,949,18.589429,73.872321,FS-201,Shivajinagar Station,Structure Fire,1,2,Z-5,Pimpri,10.451,10450.59,836.79,949
CAD-F-202505-0776,2025-05-25T08:43:49,2025-05-25T08:45:44,2025-05-25T08:53:56,492,18.558663,73.854516,FS-201,Shivajinagar Station,Residential Alarm,1,1,Z-1,Chinchwad,3.898,3898.4,371.21,492
CAD-F-202510-0777,2025-10-22T13:20:35,2025-10-22T13:21:40,2025-10-22T13:35:57,857,18.446761,73.851491,FS-203,Hadapsar Station,Vehicle Fire,1,2,Z-3,Kothrud,17.396,17395.78,835.74,857
CAD-F-202508-0778,2025-08-08T08:13:27,2025-08-08T08:14:03,2025-08-08T08:24:30,627,18.635608,73.802274,FS-207,Nigdi Station,Structure Fire,1,1,Z-4,Kothrud,5.771,5771.28,481.46,627
CAD-F-202502-0779,2025-02-11T08:39:24,2025-02-11T08:40:14,2025-02-11T08:47:10,416,18.645526,73.79506,FS-207,Nigdi Station,Structure Fire,3,4,Z-4,Shivajinagar,4.157,4157.0,325.27,416
CAD-F-202506-0780,2025-06-27T23:17:19,2025-06-27T23:19:04,2025-06-27T23:27:17,493,18.575176,73.910173,FS-205,Kharadi Station,Residential Alarm,1,1,Z-2,Baner,5.919,5919.08,434.95,493
CAD-F-202512-0781,2025-12-11T11:35:26,2025-12-11T11:37:14,2025-12-11T11:46:07,533,18.517878,73.909461,FS-203,Hadapsar Station,Structure Fire,1,1,Z-2,Kothrud,5.456,5455.5,488.01,533
CAD-F-202507-0782,2025-07-10T12:56:00,2025-07-10T12:57:25,2025-07-10T13:10:01,756,18.571881,73.889772,FS-201,Shivajinagar Station,Commercial Fire,1,2,Z-2,Bhosari,9.325,9325.17,714.7,756
CAD-F-202510-0783,2025-10-25T23:13:23,2025-10-25T23:13:59,2025-10-25T23:24:33,634,18.475928,73.900196,FS-203,Hadapsar Station,Rescue Assist,2,3,Z-3,Kothrud,9.656,9655.73,576.21,634
CAD-F-202509-0784,2025-09-24T18:45:12,2025-09-24T18:45:48,2025-09-24T18:57:01,673,18.623478,73.802941,FS-207,Nigdi Station,Structure Fire,1,2,Z-4,Baner,6.612,6612.39,487.4,673
CAD-F-202511-0785,2025-11-29T09:40:37,2025-11-29T09:41:47,2025-11-29T09:52:03,616,18.48315,73.919314,FS-203,Hadapsar Station,Residential Alarm,1,1,Z-3,Kharadi,5.79,5789.88,471.66,616
CAD-F-202511-0786,2025-11-07T09:03:21,2025-11-07T09:04:41,2025-11-07T09:13:03,502,18.551396,73.891495,FS-205,Kharadi Station,Commercial Fire,1,2,Z-2,Shivajinagar,5.948,5948.17,398.42,502
CAD-F-202509-0787,2025-09-14T14:40:46,2025-09-14T14:41:14,2025-09-14T14:48:58,464,18.534797,73.891586,FS-201,Shivajinagar Station,Industrial Incident,1,3,Z-1,Pimpri,6.496,6496.3,432.32,464
CAD-F-202508-0788,2025-08-23T22:00:34,2025-08-23T22:02:04,2025-08-23T22:09:06,422,18.540781,73.923636,FS-205,Kharadi Station,Structure Fire,3,2,Z-2,Pimpri,4.007,4006.78,355.99,422
CAD-F-202512-0789,2025-12-22T17:27:56,2025-12-22T17:29:12,2025-12-22T17:39:25,613,18.537017,73.947828,FS-205,Kharadi Station,Residential Alarm,1,3,Z-3,Kothrud,4.444,4443.98,433.08,613
CAD-F-202510-0790,2025-10-21T12:09:20,2025-10-21T12:09:46,2025-10-21T12:20:22,636,18.483897,73.898354,FS-203,Hadapsar Station,Electrical Fire,1,3,Z-1,Bhosari,7.468,7468.4,519.04,636
CAD-F-202505-0791,2025-05-09T16:43:12,2025-05-09T16:43:46,2025-05-09T16:52:09,503,18.665742,73.807021,FS-207,Nigdi Station,Commercial Fire,3,2,Z-4,Wagholi,5.279,5278.65,381.45,503
CAD-F-202511-0792,2025-11-12T08:57:07,2025-11-12T08:58:15,2025-11-12T09:07:08,533,18.683385,73.764009,FS-207,Nigdi Station,Vehicle Fire,1,2,Z-4,Kothrud,4.678,4677.7,402.15,533
CAD-F-202505-0793,2025-05-05T08:43:29,2025-05-05T08:45:02,2025-05-05T08:50:00,298,18.658806,73.786089,FS-207,Nigdi Station,Structure Fire,1,2,Z-4,Wagholi,2.553,2552.82,205.98,298
CAD-F-202502-0794,2025-02-20T06:00:52,2025-02-20T06:02:35,2025-02-20T06:07:27,292,18.637798,73.776939,FS-207,Nigdi Station,Industrial Incident,1,2,Z-4,Chinchwad,2.307,2306.73,229.22,292
CAD-F-202503-0795,2025-03-24T11:04:59,2025-03-24T11:06:04,2025-03-24T11:14:05,481,18.514141,73.886477,FS-201,Shivajinagar Station,Residential Alarm,1,3,Z-3,Baner,5.365,5364.95,438.49,481
CAD-F-202501-0796,2025-01-25T19:29:18,2025-01-25T19:30:11,2025-01-25T19:34:57,286,18.503038,73.909122,FS-203,Hadapsar Station,Structure Fire,2,3,Z-3,Chinchwad,3.764,3763.99,206.13,286
CAD-F-202507-0797,2025-07-16T16:58:59,2025-07-16T17:00:55,2025-07-16T17:09:16,501,18.659347,73.803005,FS-207,Nigdi Station,Vehicle Fire,1,1,Z-4,Kharadi,5.199,5199.46,438.52,501
CAD-F-202512-0798,2025-12-10T16:39:32,2025-12-10T16:40:40,2025-12-10T16:45:37,297,18.645569,73.792265,FS-207,Nigdi Station,Structure Fire,2,3,Z-4,Pimpri,3.754,3753.67,277.58,297
CAD-F-202506-0799,2025-06-11T14:11:47,2025-06-11T14:12:41,2025-06-11T14:24:15,694,18.575004,73.863346,FS-201,Shivajinagar Station,Commercial Fire,1,1,Z-2,Kothrud,6.717,6717.3,636.96,694
CAD-F-202512-0800,2025-12-17T08:18:46,2025-12-17T08:19:53,2025-12-17T08:27:05,432,18.562381,73.957261,FS-204,Wagholi Station,Residential Alarm,1,3,Z-2,Kothrud,4.333,4333.49,337.84,432
CAD-F-202505-0801,2025-05-17T15:50:06,2025-05-17T15:50:32,2025-05-17T15:53:37,185,18.552536,73.940466,FS-205,Kharadi Station,Commercial Fire,2,2,Z-2,Baner,0.849,849.44,126.99,185
CAD-F-202511-0802,2025-11-06T16:47:36,2025-11-06T16:48:29,2025-11-06T17:03:11,882,18.615289,73.887853,FS-208,Bhosari Station,Vehicle Fire,2,3,Z-5,Wagholi,7.283,7282.62,844.36,882
CAD-F-202505-0803,2025-05-24T18:54:21,2025-05-24T18:55:34,2025-05-24T19:06:36,662,18.493322,73.903104,FS-203,Hadapsar Station,Industrial Incident,2,2,Z-3,Shivajinagar,6.255,6255.36,431.15,662
CAD-F-202512-0804,2025-12-20T16:19:21,2025-12-20T16:21:13,2025-12-20T16:25:08,235,18.517138,73.841754,FS-201,Shivajinagar Station,Residential Alarm,2,4,Z-1,Chinchwad,2.668,2667.71,196.36,235
CAD-F-202503-0805,2025-03-26T11:45:21,2025-03-26T11:46:56,2025-03-26T11:55:55,539,18.555794,73.825586,FS-201,Shivajinagar Station,Commercial Fire,2,3,Z-1,Nigdi,4.6,4599.53,494.83,539
CAD-F-202502-0806,2025-02-23T21:55:20,2025-02-23T21:56:59,2025-02-23T22:00:33,214,18.527272,73.853701,FS-201,Shivajinagar Station,Structure Fire,1,1,Z-1,Bhosari,1.623,1622.79,208.37,214
CAD-F-202510-0807,2025-10-18T17:08:37,2025-10-18T17:09:53,2025-10-18T17:19:36,583,18.555722,73.87914,FS-201,Shivajinagar Station,Commercial Fire,1,4,Z-2,Chinchwad,5.706,5705.79,409.21,583
CAD-F-202502-0808,2025-02-11T13:52:20,2025-02-11T13:52:55,2025-02-11T14:07:27,872,18.611084,73.810435,FS-207,Nigdi Station,Residential Alarm,1,3,Z-4,Wagholi,9.407,9406.51,784.48,872
CAD-F-202507-0809,2025-07-23T11:16:43,2025-07-23T11:17:45,2025-07-23T11:20:56,191,18.533959,73.852423,FS-201,Shivajinagar Station,Residential Alarm,1,3,Z-1,Nigdi,1.182,1182.0,144.41,191
CAD-F-202503-0810,2025-03-16T01:02:29,2025-03-16T01:04:28,2025-03-16T01:19:22,894,18.5894,73.898224,FS-204,Wagholi Station,Industrial Incident,2,2,Z-5,Hadapsar,12.11,12109.79,976.39,894
CAD-F-202508-0811,2025-08-20T08:25:04,2025-08-20T08:25:33,2025-08-20T08:33:13,460,18.625698,73.867333,FS-208,Bhosari Station,Residential Alarm,1,2,Z-5,Pimpri,4.185,4184.53,345.28,460
CAD-F-202501-0812,2025-01-12T20:07:07,2025-01-12T20:08:55,2025-01-12T20:15:22,387,18.619745,73.84797,FS-208,Bhosari Station,Structure Fire,2,1,Z-5,Wagholi,2.605,2605.14,276.99,387
CAD-F-202509-0813,2025-09-26T09:28:19,2025-09-26T09:29:49,2025-09-26T09:41:07,678,18.555343,73.882187,FS-201,Shivajinagar Station,Structure Fire,1,4,Z-2,Kothrud,5.86,5859.61,483.56,678
CAD-F-202510-0814,2025-10-29T07:42:01,2025-10-29T07:42:52,2025-10-29T07:56:32,820,18.508888,73.92242,FS-203,Hadapsar Station,Commercial Fire,1,3,Z-3,Baner,7.175,7175.12,626.06,820
CAD-F-202502-0815,2025-02-23T07:05:50,2025-02-23T07:07:28,2025-02-23T07:15:11,463,18.629059,73.863141,FS-208,Bhosari Station,Industrial Incident,3,2,Z-5,Bhosari,3.534,3534.47,319.78,463
CAD-F-202504-0816,2025-04-19T07:32:03,2025-04-19T07:33:47,2025-04-19T07:45:36,709,18.603022,73.90813,FS-204,Wagholi Station,Rescue Assist,1,2,Z-5,Shivajinagar,9.705,9705.2,615.37,709
CAD-F-202503-0817,2025-03-17T06:03:13,2025-03-17T06:03:42,2025-03-17T06:10:01,379,18.553472,73.902415,FS-205,Kharadi Station,Vehicle Fire,1,1,Z-2,Bhosari,4.68,4679.64,301.44,379
CAD-F-202502-0818,2025-02-18T18:12:53,2025-02-18T18:13:28,2025-02-18T18:20:45,437,18.555553,73.905028,FS-205,Kharadi Station,Industrial Incident,1,2,Z-2,Pimpri,4.817,4817.07,300.26,437
CAD-F-202505-0819,2025-05-10T10:15:44,2025-05-10T10:17:12,2025-05-10T10:34:26,1034,18.619488,73.893618,FS-208,Bhosari Station,Vehicle Fire,1,4,Z-5,Wagholi,7.169,7168.75,963.08,1034
CAD-F-202510-0820,2025-10-23T18:45:43,2025-10-23T18:47:42,2025-10-23T18:54:41,419,18.481257,73.947038,FS-203,Hadapsar Station,Vehicle Fire,1,3,Z-3,Shivajinagar,3.329,3329.16,275.17,419
CAD-F-202503-0821,2025-03-18T06:05:31,2025-03-18T06:05:58,2025-03-18T06:12:11,373,18.552827,73.959106,FS-205,Kharadi Station,Structure Fire,1,3,Z-2,Kothrud,3.297,3297.25,304.02,373
CAD-F-202504-0822,2025-04-23T21:35:55,2025-04-23T21:37:23,2025-04-23T21:45:51,508,18.525751,73.925247,FS-203,Hadapsar Station,Commercial Fire,2,1,Z-2,Pimpri,6.007,6006.71,424.24,508
CAD-F-202506-0823,2025-06-23T08:21:25,2025-06-23T08:22:02,2025-06-23T08:32:18,616,18.52488,73.897185,FS-203,Hadapsar Station,Industrial Incident,2,3,Z-1,Chinchwad,7.369,7369.15,458.18,616
CAD-F-202510-0824,2025-10-04T10:38:35,2025-10-04T10:40:01,2025-10-04T10:46:00,359,18.542101,73.867108,FS-201,Shivajinagar Station,Vehicle Fire,1,2,Z-1,Kharadi,3.109,3108.99,315.36,359
CAD-F-202504-0825,2025-04-14T18:32:37,2025-04-14T18:34:01,2025-04-14T18:46:07,726,18.565443,73.879937,FS-201,Shivajinagar Station,Structure Fire,1,2,Z-2,Pimpri,8.752,8751.96,523.44,726
CAD-F-202507-0826,2025-07-29T00:57:40,2025-07-29T00:58:13,2025-07-29T01:08:38,625,18.481046,73.914262,FS-203,Hadapsar Station,Structure Fire,2,2,Z-3,Baner,6.632,6632.47,620.96,625
CAD-F-202510-0827,2025-10-25T11:27:26,2025-10-25T11:28:55,2025-10-25T11:32:09,194,18.573025,73.957617,FS-204,Wagholi Station,Vehicle Fire,1,2,Z-2,Wagholi,2.72,2720.17,160.82,194
CAD-F-202503-0828,2025-03-03T09:46:03,2025-03-03T09:47:53,2025-03-03T10:03:22,929,18.617979,73.87971,FS-208,Bhosari Station,Structure Fire,1,1,Z-5,Bhosari,6.863,6863.11,749.45,929
CAD-F-202501-0829,2025-01-06T18:53:55,2025-01-06T18:55:42,2025-01-06T19:06:23,641,18.494705,73.839469,FS-202,Kothrud Station,Vehicle Fire,1,1,Z-1,Hadapsar,5.363,5363.05,468.58,641
CAD-F-202505-0830,2025-05-14T14:26:38,2025-05-14T14:27:05,2025-05-14T14:36:54,589,18.475695,73.920924,FS-203,Hadapsar Station,Rescue Assist,2,3,Z-3,Bhosari,6.842,6841.79,507.9,589
CAD-F-202504-0831,2025-04-23T17:03:28,2025-04-23T17:04:16,2025-04-23T17:13:03,527,18.527754,73.941152,FS-205,Kharadi Station,Vehicle Fire,2,3,Z-3,Bhosari,4.051,4050.73,384.33,527
CAD-F-202507-0832,2025-07-17T13:21:56,2025-07-17T13:22:43,2025-07-17T13:26:56,253,18.548864,73.947065,FS-205,Kharadi Station,Structure Fire,1,3,Z-2,Kothrud,1.822,1821.88,179.38,253
CAD-F-202509-0833,2025-09-13T05:06:12,2025-09-13T05:07:20,2025-09-13T05:14:27,427,18.645047,73.81535,FS-208,Bhosari Station,Structure Fire,1,4,Z-4,Hadapsar,4.433,4433.27,371.07,427
CAD-F-202503-0834,2025-03-15T21:16:39,2025-03-15T21:17:17,2025-03-15T21:25:59,522,18.457527,73.926371,FS-203,Hadapsar Station,Commercial Fire,3,2,Z-3,Hadapsar,8.932,8932.21,484.58,522
CAD-F-202504-0835,2025-04-14T00:06:18,2025-04-14T00:08:04,2025-04-14T00:14:56,412,18.543872,73.903898,FS-205,Kharadi Station,Commercial Fire,1,2,Z-2,Pimpri,5.834,5834.31,400.54,412
CAD-F-202507-0836,2025-07-19T20:19:15,2025-07-19T20:20:53,2025-07-19T20:31:34,641,18.657737,73.81655,FS-207,Nigdi Station,Industrial Incident,1,1,Z-4,Pimpri,6.558,6557.76,489.12,641
CAD-F-202512-0837,2025-12-09T16:02:07,2025-12-09T16:03:48,2025-12-09T16:09:23,335,18.494869,73.923334,FS-203,Hadapsar Station,Rescue Assist,1,4,Z-3,Chinchwad,3.899,3898.72,259.17,335
CAD-F-202512-0838,2025-12-04T20:58:39,2025-12-04T20:59:22,2025-12-04T21:05:59,397,18.502959,73.854824,FS-201,Shivajinagar Station,Structure Fire,1,2,Z-1,Shivajinagar,4.287,4287.33,277.6,397
CAD-F-202505-0839,2025-05-30T11:33:01,2025-05-30T11:33:27,2025-05-30T11:51:01,1054,18.628448,73.899782,FS-204,Wagholi Station,Rescue Assist,1,2,Z-5,Kothrud,14.317,14316.55,1053.46,1054
CAD-F-202501-0840,2025-01-08T16:48:56,2025-01-08T16:50:47,2025-01-08T16:57:51,424,18.546538,73.869616,FS-201,Shivajinagar Station,Structure Fire,2,2,Z-2,Pimpri,4.978,4978.0,347.24,424
CAD-F-202501-0841,2025-01-13T15:30:26,2025-01-13T15:31:18,2025-01-13T15:43:35,737,18.464996,73.893282,FS-203,Hadapsar Station,Rescue Assist,2,1,Z-3,Pimpri,10.366,10365.5,679.02,737
CAD-F-202501-0842,2025-01-22T17:44:22,2025-01-22T17:45:49,2025-01-22T17:52:21,392,18.556008,73.919961,FS-205,Kharadi Station,Residential Alarm,2,2,Z-2,Kharadi,3.249,3248.97,282.9,392
CAD-F-202507-0843,2025-07-20T18:19:27,2025-07-20T18:21:18,2025-07-20T18:35:28,850,18.67289,73.820067,FS-207,Nigdi Station,Structure Fire,1,1,Z-4,Kothrud,7.825,7824.58,603.42,850
CAD-F-202505-0844,2025-05-19T14:50:34,2025-05-19T14:51:02,2025-05-19T15:03:35,753,18.608517,73.890597,FS-204,Wagholi Station,Industrial Incident,1,1,Z-5,Bhosari,11.181,11181.27,718.55,753
CAD-F-202507-0845,2025-07-21T11:34:05,2025-07-21T11:34:30,2025-07-21T11:43:37,547,18.484265,73.830461,FS-202,Kothrud Station,Industrial Incident,1,3,Z-1,Shivajinagar,5.935,5934.93,519.28,547
CAD-F-202505-0846,2025-05-06T09:23:58,2025-05-06T09:24:23,2025-05-06T09:33:59,576,18.642951,73.810422,FS-207,Nigdi Station,Electrical Fire,1,2,Z-4,Bhosari,6.01,6009.69,424.54,576
CAD-F-202503-0847,2025-03-15T18:47:10,2025-03-15T18:47:49,2025-03-15T18:54:31,402,18.547794,73.860575,FS-201,Shivajinagar Station,Vehicle Fire,1,4,Z-1,Kothrud,2.878,2877.78,278.68,402
CAD-F-202508-0848,2025-08-10T18:27:28,2025-08-10T18:27:57,2025-08-10T18:41:19,802,18.623541,73.806341,FS-207,Nigdi Station,Commercial Fire,1,4,Z-4,Hadapsar,7.863,7862.62,591.9,802
CAD-F-202505-0849,2025-05-08T14:28:16,2025-05-08T14:29:58,2025-05-08T14:34:32,274,18.558765,73.926167,FS-205,Kharadi Station,Rescue Assist,2,4,Z-2,Baner,1.869,1868.57,222.26,274
CAD-F-202507-0850,2025-07-11T01:51:41,2025-07-11T01:53:03,2025-07-11T02:04:30,687,18.595296,73.914208,FS-205,Kharadi Station,Vehicle Fire,1,2,Z-5,Pimpri,9.463,9462.62,729.63,687
CAD-F-202512-0851,2025-12-15T08:13:17,2025-12-15T08:15:15,2025-12-15T08:22:00,405,18.550908,73.920532,FS-205,Kharadi Station,Residential Alarm,2,1,Z-2,Wagholi,3.685,3684.97,291.55,405
CAD-F-202512-0852,2025-12-28T17:33:01,2025-12-28T17:34:42,2025-12-28T17:38:29,227,18.50602,73.928799,FS-203,Hadapsar Station,Vehicle Fire,1,2,Z-3,Kharadi,2.856,2856.4,134.94,227
CAD-F-202505-0853,2025-05-16T12:46:15,2025-05-16T12:48:11,2025-05-16T12:52:45,274,18.559551,73.925348,FS-205,Kharadi Station,Structure Fire,1,2,Z-2,Baner,1.693,1693.09,221.21,274
CAD-F-202506-0854,2025-06-05T20:11:15,2025-06-05T20:12:02,2025-06-05T20:22:30,628,18.610659,73.862323,FS-208,Bhosari Station,Residential Alarm,2,2,Z-5,Shivajinagar,5.655,5654.78,512.8,628
CAD-F-202505-0855,2025-05-14T17:09:51,2025-05-14T17:10:43,2025-05-14T17:15:48,305,18.527082,73.833605,FS-201,Shivajinagar Station,Residential Alarm,1,3,Z-1,Kharadi,2.34,2339.63,198.42,305
CAD-F-202504-0856,2025-04-03T12:05:32,2025-04-03T12:07:17,2025-04-03T12:17:39,622,18.567153,73.926306,FS-205,Kharadi Station,Residential Alarm,2,4,Z-2,Wagholi,3.934,3934.03,511.31,622
CAD-F-202511-0857,2025-11-10T09:38:34,2025-11-10T09:39:22,2025-11-10T09:47:23,481,18.674608,73.79053,FS-207,Nigdi Station,Electrical Fire,1,4,Z-4,Pimpri,4.029,4028.67,348.28,481
CAD-F-202508-0858,2025-08-02T01:07:17,2025-08-02T01:07:47,2025-08-02T01:20:38,771,18.60397,73.884389,FS-208,Bhosari Station,Vehicle Fire,1,4,Z-5,Hadapsar,7.789,7789.26,843.64,771
CAD-F-202504-0859,2025-04-18T18:00:07,2025-04-18T18:01:35,2025-04-18T18:10:46,551,18.548146,73.912546,FS-205,Kharadi Station,Rescue Assist,2,1,Z-2,Hadapsar,5.477,5476.66,380.59,551
CAD-F-202504-0860,2025-04-23T12:41:26,2025-04-23T12:43:07,2025-04-23T12:50:40,453,18.553333,73.84601,FS-201,Shivajinagar Station,Industrial Incident,1,3,Z-1,Baner,3.556,3556.28,357.5,453
CAD-F-202512-0861,2025-12-01T11:13:51,2025-12-01T11:15:47,2025-12-01T11:24:45,538,18.635598,73.800924,FS-207,Nigdi Station,Commercial Fire,2,2,Z-4,Chinchwad,5.815,5815.42,425.44,538
CAD-F-202511-0862,2025-11-08T11:10:51,2025-11-08T11:12:44,2025-11-08T11:20:18,454,18.56903,73.91483,FS-205,Kharadi Station,Commercial Fire,1,3,Z-2,Nigdi,5.431,5430.87,424.25,454
CAD-F-202508-0863,2025-08-23T10:48:41,2025-08-23T10:49:17,2025-08-23T10:54:01,284,18.543898,73.943319,FS-205,Kharadi Station,Structure Fire,2,3,Z-2,Kharadi,2.254,2254.18,208.12,284
CAD-F-202510-0864,2025-10-16T16:07:41,2025-10-16T16:09:19,2025-10-16T16:16:53,454,18.566959,73.908602,FS-205,Kharadi Station,Structure Fire,1,2,Z-2,Bhosari,4.926,4926.1,381.33,454
CAD-F-202509-0865,2025-09-06T17:27:37,2025-09-06T17:29:22,2025-09-06T17:32:25,183,18.493939,73.949674,FS-203,Hadapsar Station,Residential Alarm,1,4,Z-3,Wagholi,1.368,1368.07,82.13,183
CAD-F-202505-0866,2025-05-27T07:48:09,2025-05-27T07:49:40,2025-05-27T07:56:38,418,18.543796,73.920752,FS-205,Kharadi Station,Commercial Fire,1,3,Z-2,Chinchwad,3.932,3931.82,328.49,418
CAD-F-202504-0867,2025-04-04T18:43:18,2025-04-04T18:45:00,2025-04-04T18:53:35,515,18.671489,73.798637,FS-207,Nigdi Station,Industrial Incident,1,1,Z-4,Hadapsar,4.595,4594.83,374.52,515
CAD-F-202502-0868,2025-02-13T09:30:27,2025-02-13T09:32:11,2025-02-13T09:45:49,818,18.477839,73.915086,FS-203,Hadapsar Station,Commercial Fire,1,3,Z-3,Baner,6.836,6835.97,617.42,818
CAD-F-202510-0869,2025-10-18T08:47:17,2025-10-18T08:48:24,2025-10-18T08:54:27,363,18.521497,73.921813,FS-203,Hadapsar Station,Electrical Fire,2,3,Z-3,Baner,5.44,5440.09,275.57,363
CAD-F-202504-0870,2025-04-24T07:01:50,2025-04-24T07:02:18,2025-04-24T07:09:32,434,18.531533,73.826219,FS-201,Shivajinagar Station,Commercial Fire,1,1,Z-1,Wagholi,2.69,2689.75,297.96,434
CAD-F-202512-0871,2025-12-15T17:07:02,2025-12-15T17:08:10,2025-12-15T17:15:48,458,18.514713,73.897093,FS-203,Hadapsar Station,Rescue Assist,3,2,Z-2,Bhosari,6.301,6300.78,344.63,458
